"id","name","description"
"cpv_75120000-3","75120000-3","Services administratifs d'agences"
"cpv_75121000-0","75121000-0","Services administratifs de l'enseignement"
"cpv_75122000-7","75122000-7","Services administratifs de la santé"
"cpv_75123000-4","75123000-4","Services administratifs du logement"
"cpv_75124000-1","75124000-1","Services administratifs récréatifs, culturels et religieux"
"cpv_75125000-8","75125000-8","Services administratifs dans le secteur du tourisme"
"cpv_75130000-6","75130000-6","Services d'appui aux pouvoirs publics"
"cpv_75131000-3","75131000-3","Services des pouvoirs publics"
"cpv_75131100-4","75131100-4","Services généraux de personnel pour les pouvoirs publics"
"cpv_75200000-8","75200000-8","Prestations de services pour la collectivité"
"cpv_75210000-1","75210000-1","Affaires étrangères et autres services"
"cpv_75211000-8","75211000-8","Services des affaires étrangères"
"cpv_75211100-9","75211100-9","Services diplomatiques"
"cpv_75211110-2","75211110-2","Services consulaires"
"cpv_75211200-0","75211200-0","Services liés à l'aide économique aux pays étrangers"
"cpv_75211300-1","75211300-1","Services liés à l'aide militaire aux pays étrangers"
"cpv_75220000-4","75220000-4","Services de défense"
"cpv_75221000-1","75221000-1","Services de la défense"
"cpv_75222000-8","75222000-8","Services de protection civile"
"cpv_75230000-7","75230000-7","Services de la justice"
"cpv_75231000-4","75231000-4","Services judiciaires"
"cpv_75231100-5","75231100-5","Services administratifs des tribunaux"
"cpv_75231200-6","75231200-6","Services liés à la détention ou à la réhabilitation de criminels"
"cpv_75231210-9","75231210-9","Services d'incarcération"
"cpv_75231220-2","75231220-2","Services d'escorte de prisonniers"
"cpv_75231230-5","75231230-5","Services de l'administration pénitentiaire"
"cpv_75231240-8","75231240-8","Services de réinsertion"
"cpv_75240000-0","75240000-0","Services de sécurité et d'ordre public"
"cpv_75241000-7","75241000-7","Services de sécurité publique"
"cpv_75241100-8","75241100-8","Services de police"
"cpv_75242000-4","75242000-4","Services d'ordre et de droit publics"
"cpv_75242100-5","75242100-5","Services d'ordre public"
"cpv_75242110-8","75242110-8","Services d'huissier de justice"
"cpv_75250000-3","75250000-3","Services d'incendie et de secours"
"cpv_75251000-0","75251000-0","Services d'incendie"
"cpv_75251100-1","75251100-1","Services de lutte contre l'incendie"
"cpv_75251110-4","75251110-4","Services de prévention des incendies"
"cpv_75251120-7","75251120-7","Services de lutte contre les incendies de forêt"
"cpv_75252000-7","75252000-7","Services de sauvetage"
"cpv_75300000-9","75300000-9","Services de sécurité sociale obligatoire"
"cpv_75310000-2","75310000-2","Services de prestations"
"cpv_75311000-9","75311000-9","Indemnités de maladie"
"cpv_75312000-6","75312000-6","Indemnités de maternité"
"cpv_75313000-3","75313000-3","Indemnités d'invalidité"
"cpv_75313100-4","75313100-4","Indemnités d'incapacité temporaire"
"cpv_75314000-0","75314000-0","Indemnités de chômage"
"cpv_75320000-5","75320000-5","Régimes de pensions des fonctionnaires de l'État"
"cpv_75330000-8","75330000-8","Prestations familiales"
"cpv_75340000-1","75340000-1","Allocations familiales"
"cpv_76000000-3","76000000-3","Services relatifs à l'industrie du pétrole et du gaz"
"cpv_76100000-4","76100000-4","Services professionnels relatifs à l'industrie du gaz"
"cpv_76110000-7","76110000-7","Services relatifs à l'extraction du gaz"
"cpv_76111000-4","76111000-4","Services de regazéification"
"cpv_76120000-0","76120000-0","Services de plongée liés à l'extraction du gaz"
"cpv_76121000-7","76121000-7","Services de plongée liés à l'extraction du pétrole"
"cpv_76200000-5","76200000-5","Services professionnels relatifs à l'industrie pétrolière"
"cpv_76210000-8","76210000-8","Services liés à l'extraction du pétrole"
"cpv_76211000-5","76211000-5","Services de suspension de la colonne perdue"
"cpv_76211100-6","76211100-6","Services de chemisage"
"cpv_76211110-9","76211110-9","Services de chemisage d'essai"
"cpv_76211120-2","76211120-2","Services de chemisage à l'emplacement du puits"
"cpv_76211200-7","76211200-7","Services de diagraphie des boues de forage"
"cpv_76300000-6","76300000-6","Services de forage"
"cpv_76310000-9","76310000-9","Services de forage liés à l'extraction du gaz"
"cpv_76320000-2","76320000-2","Services de forage offshore"
"cpv_76330000-5","76330000-5","Services de forage par turbine"
"cpv_76331000-2","76331000-2","Services de forage par turbine spiralée"
"cpv_76340000-8","76340000-8","Services de carottage"
"cpv_76400000-7","76400000-7","Services de positionnement d'appareils de forage"
"cpv_76410000-0","76410000-0","Services de cuvelage et de tubage de puits"
"cpv_76411000-7","76411000-7","Services de cuvelage de puits"
"cpv_76411100-8","76411100-8","Services de fourniture de personnel pour le cuvelage de puits"
"cpv_76411200-9","76411200-9","Services de planification pour le cuvelage de puits"
"cpv_76411300-0","76411300-0","Services de fraisage pour le cuvelage de puits"
"cpv_76411400-1","76411400-1","Services d'achèvement du cuvelage de puits"
"cpv_76420000-3","76420000-3","Services de cimentation de puits"
"cpv_76421000-0","76421000-0","Services de cimentation en colonne de tubage perdue"
"cpv_76422000-7","76422000-7","Services de cimentation des obturateurs"
"cpv_76423000-4","76423000-4","Services de cimentation mousse"
"cpv_76430000-6","76430000-6","Services de forage de puits et de production"
"cpv_76431000-3","76431000-3","Services de forage de puits"
"cpv_76431100-4","76431100-4","Services de contrôle de forage de puits"
"cpv_76431200-5","76431200-5","Services d'extraction des tubes de forage de puits"
"cpv_76431300-6","76431300-6","Services de dévissage des trains de tiges pour forage de puits"
"cpv_76431400-7","76431400-7","Services de forage des trous de rat"
"cpv_76431500-8","76431500-8","Services de suivi de forage de puits"
"cpv_76431600-9","76431600-9","Services de suivi des appareils de forage de puits"
"cpv_76440000-9","76440000-9","Services de diagraphie des sondages"
"cpv_76441000-6","76441000-6","Services de diagraphie de puits tubé"
"cpv_76442000-3","76442000-3","Services de diagraphie de puits non tubé"
"cpv_76443000-0","76443000-0","Autres services de diagraphie"
"cpv_76450000-2","76450000-2","Services de gestion de puits"
"cpv_76460000-5","76460000-5","Services d'assistance relative aux puits"
"cpv_76470000-8","76470000-8","Services d'essais de puits"
"cpv_76471000-5","76471000-5","Services d'essais de fracturation de puits"
"cpv_76472000-2","76472000-2","Services d'inspection ou d'essais de puits"
"cpv_76473000-9","76473000-9","Services d'essais des équipement de puits"
"cpv_76480000-1","76480000-1","Services de tubage"
"cpv_76490000-4","76490000-4","Services d'achèvement de puits"
"cpv_76491000-1","76491000-1","Services de bouchage de puits"
"cpv_76492000-8","76492000-8","Services de positionnement de puits"
"cpv_76500000-8","76500000-8","Services onshore et offshore"
"cpv_76510000-1","76510000-1","Services onshore"
"cpv_76520000-4","76520000-4","Services offshore"
"cpv_76521000-1","76521000-1","Services d'installation offshore"
"cpv_76522000-8","76522000-8","Services offshore de navires ravitailleurs"
"cpv_76530000-7","76530000-7","Services de fond de puits"
"cpv_76531000-4","76531000-4","Services de diagraphie en fond de puits"
"cpv_76532000-1","76532000-1","Services de pompage de fond de puits"
"cpv_76533000-8","76533000-8","Services d'enregistrement de fond de puits"
"cpv_76534000-5","76534000-5","Services d'élargissement de fond de puits"
"cpv_76535000-2","76535000-2","Services de forage de fond de puits"
"cpv_76536000-9","76536000-9","Services de contrôle des vibrations de fond de puits"
"cpv_76537000-6","76537000-6","Services d'outillage de fond de puits"
"cpv_76537100-7","76537100-7","Services d'outillage pétrolier de fond de puits"
"cpv_76600000-9","76600000-9","Services de contrôle de pipelines"
"cpv_77000000-0","77000000-0","Services agricoles, sylvicoles, horticoles, d'aquaculture et d'apiculture"
"cpv_77100000-1","77100000-1","Services agricoles"
"cpv_77110000-4","77110000-4","Services liés à la production agricole"
"cpv_77111000-1","77111000-1","Location de matériel agricole avec opérateur"
"cpv_77112000-8","77112000-8","Location de faucheuses ou de matériel agricole avec opérateur"
"cpv_77120000-7","77120000-7","Services de compostage"
"cpv_77200000-2","77200000-2","Services sylvicoles"
"cpv_77210000-5","77210000-5","Services de débardage"
"cpv_77211000-2","77211000-2","Services liés au débardage"
"cpv_77211100-3","77211100-3","Services d'exploitation forestière"
"cpv_77211200-4","77211200-4","Transport de grumes dans les forêts"
"cpv_77211300-5","77211300-5","Services de défrichement"
"cpv_77211400-6","77211400-6","Services d'abattage d'arbres"
"cpv_77211500-7","77211500-7","Services d'élagage"
"cpv_77211600-8","77211600-8","Plantation d'arbres par ensemencement"
"cpv_77220000-8","77220000-8","Services d'imprégnation du bois"
"cpv_77230000-1","77230000-1","Services liés à la sylviculture"
"cpv_77231000-8","77231000-8","Services de gestion des forêts"
"cpv_77231100-9","77231100-9","Services de gestion des ressources forestières"
"cpv_77231200-0","77231200-0","Services de lutte contre les animaux nuisibles de la forêt"
"cpv_77231300-1","77231300-1","Services d'administration forestière"
"cpv_77231400-2","77231400-2","Services d'inventaire forestier"
"cpv_77231500-3","77231500-3","Services de surveillance ou d'évaluation des forêts"
"cpv_77231600-4","77231600-4","Services de boisement"
"cpv_77231700-5","77231700-5","Services d'extension forestière"
"cpv_77231800-6","77231800-6","Services de gestion de pépinières de forêt"
"cpv_77231900-7","77231900-7","Services de planification sectorielle de la forêt"
"cpv_77300000-3","77300000-3","Services horticoles"
"cpv_77310000-6","77310000-6","Réalisation et entretien d'espaces verts"
"cpv_77311000-3","77311000-3","Entretien de pelouses décoratives ou d'agrément"
"cpv_77312000-0","77312000-0","Services d'enlèvement des mauvaises herbes"
"cpv_77312100-1","77312100-1","Services de désherbage"
"cpv_77313000-7","77313000-7","Services d'entretien de parcs"
"cpv_77314000-4","77314000-4","Services d'entretien de terrains"
"cpv_77314100-5","77314100-5","Services d'engazonnement"
"cpv_77315000-1","77315000-1","Services d'ensemencement"
"cpv_77320000-9","77320000-9","Entretien de pelouses sportives"
"cpv_77330000-2","77330000-2","Services d'exposition florale"
"cpv_77340000-5","77340000-5","Élagage des arbres et taille des haies"
"cpv_77341000-2","77341000-2","Élagage des arbres"
"cpv_77342000-9","77342000-9","Taille des haies"
"cpv_77400000-4","77400000-4","Services zoologiques"
"cpv_77500000-5","77500000-5","Services d'élevage"
"cpv_77510000-8","77510000-8","Services de propagation du gibier"
"cpv_77600000-6","77600000-6","Services liés à la chasse"
"cpv_77610000-9","77610000-9","Services de pose de pièges"
"cpv_77700000-7","77700000-7","Services liés à la pêche"
"cpv_77800000-8","77800000-8","Services liés à l'aquaculture"
"cpv_77810000-1","77810000-1","Services liés à la mariculture"
"cpv_77820000-4","77820000-4","Services liés à l'ostréiculture"
"cpv_77830000-7","77830000-7","Services liés à la conchyliculture"
"cpv_77840000-0","77840000-0","Services liés à la crevetticulture"
"cpv_77850000-3","77850000-3","Services liés à la pisciculture"
"cpv_77900000-9","77900000-9","Services liés à l'apiculture"
"cpv_79000000-4","79000000-4","Services aux entreprises: droit, marketing, conseil, recrutement, impression et sécurité"
"cpv_79100000-5","79100000-5","Services juridiques"
"cpv_79110000-8","79110000-8","Services de conseils et de représentation juridiques"
"cpv_79111000-5","79111000-5","Services de conseil juridique"
"cpv_79112000-2","79112000-2","Services de représentation légale"
"cpv_79112100-3","79112100-3","Services de représentation des parties prenantes"
"cpv_79120000-1","79120000-1","Services de conseils en matière de brevets et de droits d'auteurs"
"cpv_79121000-8","79121000-8","Services de conseils en matière de droits d'auteur"
"cpv_79121100-9","79121100-9","Services de conseils en matière de droits d'auteurs de logiciels"
"cpv_79130000-4","79130000-4","Services de documentation et de certification juridiques"
"cpv_79131000-1","79131000-1","Services de documentation"
"cpv_79132000-8","79132000-8","Services de certification"
"cpv_79132100-9","79132100-9","Services de certification de signature électronique"
"cpv_79140000-7","79140000-7","Services de conseils et d'information juridiques"
"cpv_79200000-6","79200000-6","Services de comptabilité, services d'audit et services fiscaux"
"cpv_79210000-9","79210000-9","Services de comptabilité et d'audit"
"cpv_79211000-6","79211000-6","Services de comptabilité"
"cpv_79211100-7","79211100-7","Services comptables"
"cpv_79211110-0","79211110-0","Services de gestion des salaires"
"cpv_79211120-3","79211120-3","Services d'enregistrement des ventes et des achats"
"cpv_79211200-8","79211200-8","Services d'établissement d'états financiers"
"cpv_79212000-3","79212000-3","Services d'audit"
"cpv_79212100-4","79212100-4","Services d'audit financier"
"cpv_79212110-7","79212110-7","Services de notation en matière de gouvernance d'entreprise"
"cpv_79212200-5","79212200-5","Services d'audit interne"
"cpv_79212300-6","79212300-6","Services de contrôle légal des comptes"
"cpv_79212400-7","79212400-7","Services de vérification des fraudes"
"cpv_79212500-8","79212500-8","Services de vérification comptable"
"cpv_79220000-2","79220000-2","Services fiscaux"
"cpv_79221000-9","79221000-9","Services de conseils fiscaux"
"cpv_79222000-6","79222000-6","Services de préparation des déclarations d'impôts"
"cpv_79223000-3","79223000-3","Services de courtage des douanes"
"cpv_79300000-7","79300000-7","Études de marché et recherche économique; sondages et statistiques"
"cpv_79310000-0","79310000-0","Services d'études de marchés"
"cpv_79311000-7","79311000-7","Services d'études"
"cpv_79311100-8","79311100-8","Services de conception d'études"
"cpv_79311200-9","79311200-9","Services de réalisation d'enquêtes"
"cpv_79311210-2","79311210-2","Services d'enquête téléphonique"
"cpv_79311300-0","79311300-0","Services d'analyses d'enquêtes"
"cpv_79311400-1","79311400-1","Services de recherche économique"
"cpv_79311410-4","79311410-4","Services d'évaluation de l'impact économique"
"cpv_79312000-4","79312000-4","Services de test de marché"
"cpv_79313000-1","79313000-1","Services d'évaluation des performances"
"cpv_79314000-8","79314000-8","Étude de faisabilité"
"cpv_79315000-5","79315000-5","Services de recherche sociale"
"cpv_79320000-3","79320000-3","Services de sondages d'opinion"
"cpv_79330000-6","79330000-6","Services statistiques"
"cpv_79340000-9","79340000-9","Services de publicité et de marketing"
"cpv_79341000-6","79341000-6","Services de publicité"
"cpv_79341100-7","79341100-7","Services de conseils en publicité"
"cpv_79341200-8","79341200-8","Services de gestion publicitaire"
"cpv_79341400-0","79341400-0","Services de campagne publicitaire"
"cpv_79341500-1","79341500-1","Services de publicité par voie aérienne"
"cpv_79342000-3","79342000-3","Services de marketing"
"cpv_79342100-4","79342100-4","Services de marketing direct"
"cpv_79342200-5","79342200-5","Services de promotion"
"cpv_79342300-6","79342300-6","Services à la clientèle"
"cpv_79342310-9","79342310-9","Services d'enquête auprès des consommateurs"
"cpv_79342311-6","79342311-6","Services d'enquête sur la satisfaction des consommateurs"
"cpv_79342320-2","79342320-2","Services après-vente"
"cpv_79342321-9","79342321-9","Programme de fidélisation du client"
"cpv_79342400-7","79342400-7","Services d'enchères"
"cpv_79342410-4","79342410-4","Services d'enchères électroniques"
"cpv_79400000-8","79400000-8","Conseil en affaires et en gestion et services connexes"
"cpv_79410000-1","79410000-1","Services de conseil en affaires et en gestion"
"cpv_79411000-8","79411000-8","Services de conseil en gestion générale"
"cpv_79411100-9","79411100-9","Services de conseil en développement des entreprises"
"cpv_79412000-5","79412000-5","Services de conseil en gestion financière"
"cpv_79413000-2","79413000-2","Services de conseil en gestion du marketing"
"cpv_79414000-9","79414000-9","Services de conseil en gestion des ressources humaines"
"cpv_79415000-6","79415000-6","Services de conseil en gestion de la production"
"cpv_79415200-8","79415200-8","Services de conseil en conception"
"cpv_79416000-3","79416000-3","Services de relations publiques"
"cpv_79416100-4","79416100-4","Services de gestion des relations publiques"
"cpv_79416200-5","79416200-5","Services de conseil en relations publiques"
"cpv_79417000-0","79417000-0","Services de conseil en matière de sécurité"
"cpv_79418000-7","79418000-7","Services de conseil en matière d'acquisitions"
"cpv_79419000-4","79419000-4","Services de conseil et d'évaluation"
"cpv_79420000-4","79420000-4","Services relatifs à la gestion"
"cpv_79421000-1","79421000-1","Services de gestion de projets autres que pour les travaux de construction"
"cpv_79421100-2","79421100-2","Services de supervision de projets autres que pour les travaux de construction"
"cpv_79421200-3","79421200-3","Services de conception de projets autres que pour les travaux de construction"
"cpv_79422000-8","79422000-8","Services d'arbitrage et de conciliation"
"cpv_79430000-7","79430000-7","Services de gestion de crise"
"cpv_79500000-9","79500000-9","Services d'appui bureautiques"
"cpv_79510000-2","79510000-2","Services de répondeur téléphonique"
"cpv_79511000-9","79511000-9","Services de standard téléphonique"
"cpv_79512000-6","79512000-6","Centre d'appels"
"cpv_79520000-5","79520000-5","Services de reprographie"
"cpv_79521000-2","79521000-2","Services de photocopie"
"cpv_79530000-8","79530000-8","Services de traduction"
"cpv_79540000-1","79540000-1","Services d'interprétation"
"cpv_79550000-4","79550000-4","Services de dactylographie, de traitement de texte et de publication assistée par ordinateur"
"cpv_79551000-1","79551000-1","Services de dactylographie"
"cpv_79552000-8","79552000-8","Services de traitement de texte"
"cpv_79553000-5","79553000-5","Services de publication assistée par ordinateur"
"cpv_79560000-7","79560000-7","Services de classement"
"cpv_79570000-0","79570000-0","Services d'établissement de listes d'adresses et services d'envoi"
"cpv_79571000-7","79571000-7","Services d'envoi"
"cpv_79600000-0","79600000-0","Services de recrutement"
"cpv_79610000-3","79610000-3","Services de placement de personnel"
"cpv_79611000-0","79611000-0","Services de recherche d'emplois"
"cpv_79612000-7","79612000-7","Services de placement de personnel de bureau"
"cpv_79613000-4","79613000-4","Services de déplacement d'employés"
"cpv_79620000-6","79620000-6","Services de mise à disposition de personnel, y compris de personnel temporaire"
"cpv_79621000-3","79621000-3","Services de mise à disposition de personnel de bureau"
"cpv_79622000-0","79622000-0","Services de mise à disposition de personnel d'aide à domicile"
"cpv_79623000-7","79623000-7","Services de mise à disposition de personnel commercial ou industriel"
"cpv_79624000-4","79624000-4","Services de mise à disposition de personnel infirmier"
"cpv_79625000-1","79625000-1","Services de mise à disposition de personnel médical"
"cpv_79630000-9","79630000-9","Services de gestion du personnel, excepté services de placement et de mise à disposition"
"cpv_79631000-6","79631000-6","Services du personnel et des salaires"
"cpv_79632000-3","79632000-3","Services de formation de personnel"
"cpv_79633000-0","79633000-0","Services de développement du personnel"
"cpv_79634000-7","79634000-7","Services d'orientation professionnelle"
"cpv_79635000-4","79635000-4","Services de centres d'évaluation en vue du recrutement"
"cpv_79700000-1","79700000-1","Services d'enquête et de sécurité"
"cpv_79710000-4","79710000-4","Services de sécurité"
"cpv_79711000-1","79711000-1","Services de surveillance d'installations d'alarme"
"cpv_79713000-5","79713000-5","Services de gardiennage"
"cpv_79714000-2","79714000-2","Services de surveillance"
"cpv_79714100-3","79714100-3","Services de localisation"
"cpv_79714110-6","79714110-6","Services de recherche de fugitifs"
"cpv_79715000-9","79715000-9","Services de patrouille"
"cpv_79716000-6","79716000-6","Services de fourniture de badges d'identification"
"cpv_79720000-7","79720000-7","Services d'enquêtes"
"cpv_79721000-4","79721000-4","Services d'agences de détectives"
"cpv_79722000-1","79722000-1","Services de graphologie"
"cpv_79723000-8","79723000-8","Services d'analyse des déchets"
"cpv_79800000-2","79800000-2","Services d'impression et services connexes"
"cpv_79810000-5","79810000-5","Services d'impression"
"cpv_79811000-2","79811000-2","Services d'impression numérique"
"cpv_79812000-9","79812000-9","Services d'impression de billets de banque"
"cpv_79820000-8","79820000-8","Services relatifs à l'impression"
"cpv_79821000-5","79821000-5","Services de finition d'imprimés"
"cpv_79821100-6","79821100-6","Services de correction d'épreuves"
"cpv_79822000-2","79822000-2","Services de composition"
"cpv_79822100-3","79822100-3","Services de préparation de plaques d'impression"
"cpv_79822200-4","79822200-4","Services de photogravure"
"cpv_79822300-5","79822300-5","Services de composition typographique"
"cpv_79822400-6","79822400-6","Services de lithographie"
"cpv_79822500-7","79822500-7","Services de conception graphique"
"cpv_79823000-9","79823000-9","Services d'impression et de livraison"
"cpv_79824000-6","79824000-6","Services d'impression et de distribution"
"cpv_79900000-3","79900000-3","Services divers aux entreprises et services connexes"
"cpv_79910000-6","79910000-6","Services de holdings de gestion"
"cpv_79920000-9","79920000-9","Services de conditionnement et services connexes"
"cpv_79921000-6","79921000-6","Services de conditionnement"
"cpv_79930000-2","79930000-2","Conception de modèles"
"cpv_79931000-9","79931000-9","Services de décoration d'intérieur"
"cpv_79932000-6","79932000-6","Services d'architecture d'intérieur"
"cpv_79933000-3","79933000-3","Services d'assistance à la conception"
"cpv_79934000-0","79934000-0","Services de conception de mobilier"
"cpv_79940000-5","79940000-5","Services des agences de recouvrement"
"cpv_79941000-2","79941000-2","Services de péage"
"cpv_79950000-8","79950000-8","Services d'organisation d'expositions, de foires et de congrès"
"cpv_79951000-5","79951000-5","Services d'organisation de séminaires"
"cpv_79952000-2","79952000-2","Services d'organisation d'événements"
"cpv_79952100-3","79952100-3","Services d'organisation d'événements culturels"
"cpv_79953000-9","79953000-9","Services d'organisation de festivals"
"cpv_79954000-6","79954000-6","Services d'organisation de fêtes"
"cpv_79955000-3","79955000-3","Services d'organisation de défilés de mode"
"cpv_79956000-0","79956000-0","Services d'organisation de foires et d'expositions"
"cpv_79957000-7","79957000-7","Services d'organisation de ventes aux enchères"
"cpv_79960000-1","79960000-1","Services photographiques et services connexes"
"cpv_79961000-8","79961000-8","Services photographiques"
"cpv_79961100-9","79961100-9","Services de photographie publicitaire"
"cpv_79961200-0","79961200-0","Services de photographie aérienne"
"cpv_79961300-1","79961300-1","Services de photographie spécialisée"
"cpv_79961310-4","79961310-4","Services de photographie en fond de trou"
"cpv_79961320-7","79961320-7","Services de photographie sous-marine"
"cpv_79961330-0","79961330-0","Services de microfilmage"
"cpv_79961340-3","79961340-3","Services de radiographie"
"cpv_79961350-6","79961350-6","Services de photographie en studio"
"cpv_79962000-5","79962000-5","Services de développement de photographies"
"cpv_79963000-2","79963000-2","Services de restauration, de copie et de retouche de photographies"
"cpv_79970000-4","79970000-4","Services d'édition"
"cpv_79971000-1","79971000-1","Services de reliure et de finition"
"cpv_79971100-2","79971100-2","Services de finition de livres"
"cpv_79971200-3","79971200-3","Services de reliure"
"cpv_79972000-8","79972000-8","Services d'édition de dictionnaires de langue"
"cpv_79972100-9","79972100-9","Services d'édition de dictionnaires de langue régionale"
"cpv_79980000-7","79980000-7","Services d'abonnement"
"cpv_79990000-0","79990000-0","Services divers aux entreprises"
"cpv_79991000-7","79991000-7","Services de contrôle des stocks"
"cpv_79992000-4","79992000-4","Services de réception"
"cpv_79993000-1","79993000-1","Services de gestion d'immeubles et d'installations"
"cpv_79993100-2","79993100-2","Services de gestion d'installations"
"cpv_79994000-8","79994000-8","Services de gestion des contrats"
"cpv_79995000-5","79995000-5","Services de gestion de bibliothèque"
"cpv_79995100-6","79995100-6","Services d'archivage"
"cpv_79995200-7","79995200-7","Services de catalogage"
"cpv_79996000-2","79996000-2","Services d'organisation économique"
"cpv_79996100-3","79996100-3","Gestion des documents"
"cpv_79997000-9","79997000-9","Services de voyages d'affaires"
"cpv_79998000-6","79998000-6","Services d'accompagnement professionnel"
"cpv_79999000-3","79999000-3","Services de scanning et services de facturation"
"cpv_79999100-4","79999100-4","Services de scanning"
"cpv_79999200-5","79999200-5","Services de facturation"
"cpv_80000000-4","80000000-4","Services d'enseignement et de formation"
"cpv_80100000-5","80100000-5","Services d'enseignement primaire"
"cpv_80110000-8","80110000-8","Services d'enseignement préscolaire"
"cpv_80200000-6","80200000-6","Services d'enseignement secondaire"
"cpv_80210000-9","80210000-9","Services d'enseignement secondaire technique et professionnel"
"cpv_80211000-6","80211000-6","Services d'enseignement secondaire technique"
"cpv_80212000-3","80212000-3","Services d'enseignement secondaire professionnel"
"cpv_80300000-7","80300000-7","Services d'enseignement supérieur"
"cpv_80310000-0","80310000-0","Services de formation pour la jeunesse"
"cpv_80320000-3","80320000-3","Services de formation médicale"
"cpv_80330000-6","80330000-6","Services de formation en matière de sécurité"
"cpv_80340000-9","80340000-9","Services d'enseignement spécialisé"
"cpv_80400000-8","80400000-8","Services d'éducation des adultes et autres services d'enseignement"
"cpv_80410000-1","80410000-1","Services scolaires divers"
"cpv_80411000-8","80411000-8","Services des auto-écoles"
"cpv_80411100-9","80411100-9","Services d'épreuves de conduite automobile"
"cpv_80411200-0","80411200-0","Cours de conduite"
"cpv_80412000-5","80412000-5","Services des écoles d'aviation"
"cpv_80413000-2","80413000-2","Services des écoles de voile"
"cpv_80414000-9","80414000-9","Services des écoles de plongée"
"cpv_80415000-6","80415000-6","Services des écoles de ski"
"cpv_80420000-4","80420000-4","Services d'enseignement par voie électronique"
"cpv_80430000-7","80430000-7","Services d'enseignement de niveau universitaire pour adultes"
"cpv_80490000-5","80490000-5","Exploitation d'un centre d'enseignement"
"cpv_80500000-9","80500000-9","Services de formation"
"cpv_80510000-2","80510000-2","Services de formation spécialisée"
"cpv_80511000-9","80511000-9","Services de formation du personnel"
"cpv_80512000-6","80512000-6","Services de dressage de chiens"
"cpv_80513000-3","80513000-3","Services d'écoles d'équitation"
"cpv_80520000-5","80520000-5","Installations de formation"
"cpv_80521000-2","80521000-2","Services relatifs aux programmes de formation"
"cpv_80522000-9","80522000-9","Séminaires de formation"
"cpv_80530000-8","80530000-8","Services de formation professionnelle"
"cpv_80531000-5","80531000-5","Services de formation industrielle et technique"
"cpv_80531100-6","80531100-6","Services de formation industrielle"
"cpv_80531200-7","80531200-7","Services de formation technique"
"cpv_80532000-2","80532000-2","Services de formation en gestion"
"cpv_80533000-9","80533000-9","Services de formation et de familiarisation dans le domaine de l'informatique"
"cpv_80533100-0","80533100-0","Services de formation informatique"
"cpv_80533200-1","80533200-1","Cours d'informatique"
"cpv_80540000-1","80540000-1","Services de formation dans le domaine de l'environnement"
"cpv_80550000-4","80550000-4","Services de formation dans le domaine de la sécurité"
"cpv_80560000-7","80560000-7","Services de formation dans le domaine de la santé et des premiers secours"
"cpv_80561000-4","80561000-4","Services de formation dans le domaine de la santé"
"cpv_80562000-1","80562000-1","Services de formation dans le domaine des premiers secours"
"cpv_80570000-0","80570000-0","Services de formation pour l'épanouissement de la personnalité"
"cpv_80580000-3","80580000-3","Fourniture de cours de langues"
"cpv_80590000-6","80590000-6","Services d'aide pédagogique"
"cpv_80600000-0","80600000-0","Services de formation dans le domaine des équipements militaires et de sécurité"
"cpv_80610000-3","80610000-3","Formation et simulation dans le domaine des équipements de sécurité"
"cpv_80620000-6","80620000-6","Formation et simulation dans le domaine des armes à feu et des munitions"
"cpv_80630000-9","80630000-9","Formation et simulation dans le domaine des véhicules militaires"
"cpv_80640000-2","80640000-2","Formation et simulation dans le domaine des navires de guerre"
"cpv_80650000-5","80650000-5","Formation et simulation dans le domaines des aéronefs, des missiles et des spationefs militaires"
"cpv_80660000-8","80660000-8","Formation et simulation dans le domaine des systèmes électroniques militaires"
"cpv_85000000-9","85000000-9","Services de santé et services sociaux"
"cpv_85100000-0","85100000-0","Services de santé"
"cpv_85110000-3","85110000-3","Services hospitaliers et services connexes"
"cpv_85111000-0","85111000-0","Services hospitaliers"
"cpv_85111100-1","85111100-1","Services hospitaliers de chirurgie"
"cpv_85111200-2","85111200-2","Services hospitaliers de médecine"
"cpv_85111300-3","85111300-3","Services hospitaliers de gynécologie"
"cpv_85111310-6","85111310-6","Services de fertilisation in vitro"
"cpv_85111320-9","85111320-9","Services hospitaliers d'obstétrique"
"cpv_85111400-4","85111400-4","Services hospitaliers de rééducation"
"cpv_85111500-5","85111500-5","Services hospitaliers de psychiatrie"
"cpv_85111600-6","85111600-6","Services d'orthèse"
"cpv_85111700-7","85111700-7","Services d'oxygénothérapie"
"cpv_85111800-8","85111800-8","Services de pathologie"
"cpv_85111810-1","85111810-1","Services d'analyses de sang"
"cpv_85111820-4","85111820-4","Services d'analyses bactériologiques"
"cpv_85111900-9","85111900-9","Services hospitaliers de dialyse"
"cpv_85112000-7","85112000-7","Services d'appui hospitalier"
"cpv_85112100-8","85112100-8","Services de literie hospitalière"
"cpv_85112200-9","85112200-9","Services de soins ambulatoires"
"cpv_85120000-6","85120000-6","Services de pratique médicale et services connexes"
"cpv_85121000-3","85121000-3","Services de pratique médicale"
"cpv_85121100-4","85121100-4","Services prestés par les médecins généralistes"
"cpv_85121200-5","85121200-5","Services prestés par les médecins spécialistes"
"cpv_85121210-8","85121210-8","Services prestés par les gynécologues ou les obstétriciens"
"cpv_85121220-1","85121220-1","Services prestés par les néphrologues ou services prestés par les neurologues"
